,geneid,chr,left,right
304970,cg16586105,15,69888945,69888946
304974,cg16586192,15,61356673,61356674
304982,cg16586406,1,152431618,152431619
304985,cg16586530,1,38530489,38530490
304988,cg16586566,1,179378372,179378373
304997,cg16587108,19,10672909,10672910
305001,cg16587325,19,4197982,4197983
305006,cg16587623,1,46957481,46957482
305010,cg16587794,15,67493729,67493730
305015,cg16587909,15,73818646,73818647
305022,cg16588073,1,154913871,154913872
305033,cg16588649,19,3414241,3414242
305049,cg16589486,1,101521135,101521136
305051,cg16589555,19,10544470,10544471
305057,cg16589830,1,210350837,210350838
305058,cg16589843,1,154136550,154136551
305063,cg16590012,1,1255217,1255218
305068,cg16590190,1,13782109,13782110
305069,cg16590237,19,42434796,42434797
305070,cg16590319,1,109607107,109607108
305078,cg16590643,15,39950004,39950005
305080,cg16590777,1,2324671,2324672
305086,cg16591002,19,9293265,9293266
305087,cg16591003,21,9918467,9918468
305089,cg16591054,19,54837166,54837167
305093,cg16591272,15,30107130,30107131
305095,cg16591381,1,243566342,243566343
305101,cg16591681,1,16220582,16220583
305103,cg16591875,15,21483957,21483958
305104,cg16591948,1,8638935,8638936
305113,cg16592371,15,64427598,64427599
305117,cg16592453,1,148726727,148726728
305121,cg16592623,1,179324469,179324470
305122,cg16592658,19,4180887,4180888
305124,cg16592713,19,37763795,37763796
305126,cg16592897,1,110824724,110824725
305129,cg16593060,19,35054856,35054857
305130,cg16593081,15,53587219,53587220
305137,cg16593812,1,246219796,246219797
305140,cg16593910,1,33871429,33871430
305141,cg16593917,1,45565887,45565888
305144,cg16594007,19,62333775,62333776
305146,cg16594139,19,54032386,54032387
305150,cg16594299,1,40096641,40096642
305153,cg16594502,15,38127192,38127193
305156,cg16594806,1,59246531,59246532
305165,cg16595223,19,51611566,51611567
305186,cg16596102,1,164400970,164400971
305190,cg16596317,1,85527936,85527937
305193,cg16596470,1,244518367,244518368
305199,cg16596691,19,45952134,45952135
305203,cg16596889,1,155157951,155157952
305206,cg16597045,1,9637432,9637433
305216,cg16597438,19,41217862,41217863
305218,cg16597665,1,183280281,183280282
305222,cg16597737,1,171838993,171838994
305224,cg16597993,19,16439633,16439634
305225,cg16598244,1,223738485,223738486
305231,cg16598600,1,50664044,50664045
305237,cg16598810,1,68734764,68734765
305241,cg16599136,19,54253406,54253407
305242,cg16599143,1,169325296,169325297
305244,cg16599266,1,2507970,2507971
305247,cg16599568,1,163833982,163833983
305249,cg16599703,1,37272945,37272946
305250,cg16599770,1,114249128,114249129
305251,cg16599817,1,2026143,2026144
305254,cg16599974,15,28966392,28966393
305261,cg16600297,1,153379802,153379803
305263,cg16600501,19,14944842,14944843
305266,cg16600733,1,2256222,2256223
305268,cg16600869,1,40122220,40122221
305270,cg16600889,1,108544644,108544645
305271,cg16600927,1,198974650,198974651
305280,cg16601171,1,145111017,145111018
305281,cg16601231,19,13228946,13228947
305283,cg16601385,19,809846,809847
305284,cg16601415,19,10803243,10803244
305285,cg16601444,19,51906024,51906025
305287,cg16601489,15,22855567,22855568
305288,cg16601494,1,1465600,1465601
305290,cg16601569,19,57593451,57593452
305293,cg16601893,19,21333633,21333634
305294,cg16601904,19,1169482,1169483
305301,cg16602441,19,56793822,56793823
305303,cg16602500,1,52662163,52662164
305309,cg16602846,15,75901333,75901334
305311,cg16603046,1,226528475,226528476
305312,cg16603059,1,17181324,17181325
305313,cg16603064,15,67616902,67616903
305315,cg16603374,1,6035655,6035656
305318,cg16603669,15,46411452,46411453
305319,cg16603713,1,39264523,39264524
305320,cg16603784,1,109557876,109557877
305322,cg16603916,1,21488450,21488451
305324,cg16604035,1,27735886,27735887
305328,cg16604136,1,161558117,161558118
305329,cg16604218,1,45225192,45225193
305331,cg16604234,19,12453398,12453399
305342,cg16605127,19,10068191,10068192
305343,cg16605187,1,154519108,154519109
305349,cg16605633,15,23600872,23600873
305356,cg16606185,21,44377963,44377964
305363,cg16606478,15,73983473,73983474
305370,cg16607065,1,3597082,3597083
305374,cg16607615,19,11477676,11477677
305376,cg16607815,1,210654740,210654741
305385,cg16608348,1,212791104,212791105
305393,cg16608652,1,191422013,191422014
305400,cg16609181,19,1034007,1034008
305404,cg16609432,19,38955951,38955952
305418,cg16611005,15,58083461,58083462
305426,cg16611654,15,65900440,65900441
305429,cg16611852,1,226742293,226742294
305431,cg16611895,1,95356159,95356160
305435,cg16612100,19,40928336,40928337
305437,cg16612379,21,14510701,14510702
305445,cg16612742,19,40431301,40431302
305449,cg16612995,1,148796466,148796467
305451,cg16613012,15,40353610,40353611
305453,cg16613133,19,4894642,4894643
305456,cg16613192,1,45250564,45250565
305461,cg16613938,19,1424042,1424043
305466,cg16614288,19,17469110,17469111
305474,cg16615040,21,40438731,40438732
305485,cg16615451,19,63018100,63018101
305491,cg16615829,19,40938235,40938236
305499,cg16616325,1,229730899,229730900
305502,cg16616362,21,14276103,14276104
305526,cg16617301,19,51690949,51690950
305537,cg16617758,19,5065202,5065203
305539,cg16617795,1,5817643,5817644
305544,cg16618003,1,65205080,65205081
305548,cg16618260,19,54868869,54868870
305551,cg16618417,19,7441526,7441527
305552,cg16618493,1,153245604,153245605
305558,cg16618752,1,228146953,228146954
305562,cg16619049,1,795404,795405
305563,cg16619071,19,57100136,57100137
305565,cg16619193,1,204709924,204709925
305574,cg16619662,19,44722711,44722712
305576,cg16619764,1,116325913,116325914
305585,cg16620032,19,50788915,50788916
305590,cg16620364,19,487530,487531
305597,cg16620731,19,61606891,61606892
305600,cg16620809,19,475157,475158
305615,cg16622000,19,1815298,1815299
305619,cg16622403,19,39088024,39088025
305637,cg16623153,19,18659504,18659505
305643,cg16623755,15,91248826,91248827
305654,cg16624259,19,1454341,1454342
305661,cg16624482,21,42421195,42421196
305663,cg16624646,19,2425993,2425994
305708,cg16626670,19,7703031,7703032
305711,cg16626809,21,45650284,45650285
305716,cg16626967,1,15941448,15941449
305724,cg16627247,21,32671643,32671644
305737,cg16627807,19,45288381,45288382
305738,cg16627829,19,41086322,41086323
305745,cg16628066,21,34963446,34963447
305760,cg16628681,21,44534032,44534033
305769,cg16629408,19,50616441,50616442
305776,cg16629695,19,19353076,19353077
305796,cg16631083,21,32171910,32171911
305803,cg16631544,19,18196409,18196410
305806,cg16631911,19,59187807,59187808
305817,cg16632661,19,49943826,49943827
305823,cg16632891,1,54645566,54645567
305833,cg16633925,19,669875,669876
305843,cg16634661,1,46727381,46727382
305863,cg16635767,19,44266480,44266481
305866,cg16635863,21,41539889,41539890
305873,cg16636110,19,62394291,62394292
305874,cg16636114,19,2200239,2200240
305876,cg16636182,19,5063710,5063711
305885,cg16636612,19,53798869,53798870
305890,cg16636721,21,46744999,46745000
305895,cg16636944,1,16843507,16843508
305904,cg16637556,19,45796024,45796025
305920,cg16638540,19,63262280,63262281
305923,cg16638580,19,44582751,44582752
305935,cg16639185,1,204852801,204852802
305941,cg16639637,15,20384749,20384750
305950,cg16639915,15,62747064,62747065
305971,cg16640973,19,19505143,19505144
306005,cg16643152,19,46390755,46390756
306011,cg16643542,19,778843,778844
306012,cg16643558,15,43244912,43244913
306022,cg16644177,19,62817250,62817251
306025,cg16644344,1,2090029,2090030
306029,cg16644497,19,39955541,39955542
306030,cg16644510,1,45445111,45445112
306032,cg16644647,19,43588718,43588719
306034,cg16644764,1,117011799,117011800
306039,cg16645202,15,90198492,90198493
306042,cg16645440,1,169800353,169800354
306044,cg16645584,1,59020075,59020076
306051,cg16645983,19,53914819,53914820
306063,cg16646597,1,100755182,100755183
306064,cg16646600,1,54335131,54335132
306066,cg16646645,15,29182513,29182514
306069,cg16646743,19,9469947,9469948
306072,cg16646909,19,42021340,42021341
306077,cg16647844,1,230970250,230970251
306085,cg16648140,1,2423906,2423907
306087,cg16648297,19,48792278,48792279
306088,cg16648318,1,41597785,41597786
306091,cg16648426,15,20198288,20198289
306092,cg16648494,15,30393863,30393864
306095,cg16648603,1,232428427,232428428
306098,cg16648841,1,57093273,57093274
306104,cg16649048,19,50779976,50779977
306109,cg16649474,19,13954024,13954025
306119,cg16649915,1,246352652,246352653
306122,cg16650026,1,1959194,1959195
306125,cg16650099,1,114273371,114273372
306126,cg16650151,1,193094922,193094923
306132,cg16650530,1,32311000,32311001
306134,cg16650630,15,38152154,38152155
306136,cg16650717,1,19842921,19842922
306142,cg16651196,1,39729793,39729794
306146,cg16651347,1,173308920,173308921
306148,cg16651441,15,23531460,23531461
306149,cg16651537,19,55918348,55918349
306154,cg16651732,15,87432061,87432062
306155,cg16651768,1,220407337,220407338
306158,cg16651877,1,45048925,45048926
306168,cg16652332,19,54796804,54796805
306171,cg16652392,1,1816087,1816088
306180,cg16652739,1,14006847,14006848
306183,cg16652769,19,53933849,53933850
306186,cg16652841,1,244481463,244481464
306189,cg16652920,1,7355201,7355202
306192,cg16653138,1,1995040,1995041
306196,cg16653395,1,168130062,168130063
306204,cg16653784,1,67367408,67367409
306207,cg16654023,1,167604146,167604147
306209,cg16654143,19,50271682,50271683
306216,cg16654595,15,26013468,26013469
306222,cg16654806,1,151917583,151917584
306225,cg16655084,1,182272519,182272520
306228,cg16655175,1,213803671,213803672
306230,cg16655206,19,51796061,51796062
306242,cg16655404,1,16033975,16033976
306243,cg16655424,1,35215550,35215551
306251,cg16655795,19,47589078,47589079
306254,cg16655883,19,3819624,3819625
306255,cg16655905,19,43447170,43447171
306273,cg16656979,15,35190534,35190535
306281,cg16657448,1,47674958,47674959
306285,cg16657578,1,969452,969453
306296,cg16658130,1,40715428,40715429
306298,cg16658180,1,208492698,208492699
306306,cg16658496,1,150233079,150233080
306307,cg16658535,1,205888625,205888626
306314,cg16658719,1,216585586,216585587
306316,cg16658737,19,41756412,41756413
306319,cg16658931,19,55862873,55862874
306321,cg16659026,19,59309639,59309640
306328,cg16659444,19,53364219,53364220
306339,cg16659880,15,61708642,61708643
306340,cg16659899,1,94497812,94497813
306345,cg16660237,1,243383644,243383645
306351,cg16660417,19,53796065,53796066
306357,cg16660677,1,167969856,167969857
306360,cg16660899,1,165362217,165362218
306362,cg16661000,15,87238714,87238715
306363,cg16661004,1,53115849,53115850
306364,cg16661120,19,3718409,3718410
306368,cg16661164,15,72152554,72152555
306375,cg16661522,1,147411706,147411707
306378,cg16661609,19,59864795,59864796
306381,cg16661662,19,18800991,18800992
306384,cg16661813,1,58784980,58784981
306385,cg16661858,1,1335021,1335022
306390,cg16662267,21,36364629,36364630
306392,cg16662424,19,37529156,37529157
306402,cg16662829,15,28880341,28880342
306403,cg16662846,1,236715468,236715469
306405,cg16662919,15,38550536,38550537
306409,cg16663025,19,40243503,40243504
306410,cg16663033,1,15144695,15144696
306411,cg16663073,1,2230184,2230185
306419,cg16663533,15,87432674,87432675
306426,cg16663855,1,9743537,9743538
306429,cg16663955,1,25431727,25431728
306430,cg16663980,1,157075673,157075674
306431,cg16664095,21,46660132,46660133
306433,cg16664233,19,48723429,48723430
306437,cg16664472,1,26517409,26517410
306443,cg16664584,1,94227577,94227578
306444,cg16664617,19,17468007,17468008
306445,cg16664732,19,15476946,15476947
306446,cg16664859,1,224376075,224376076
306451,cg16665064,15,70196957,70196958
306453,cg16665231,1,243807822,243807823
306454,cg16665234,19,55518021,55518022
306463,cg16665598,19,14177192,14177193
306464,cg16665614,15,59089876,59089877
306470,cg16666206,19,62973609,62973610
306473,cg16666456,1,70444029,70444030
306474,cg16666463,15,76421143,76421144
306477,cg16666708,19,17658733,17658734
306485,cg16667279,19,11452998,11452999
306497,cg16668176,19,5259893,5259894
306506,cg16668651,15,79103374,79103375
306517,cg16669491,19,19175215,19175216
306521,cg16669617,15,61463233,61463234
306526,cg16670155,19,18418220,18418221
306531,cg16670497,1,110012436,110012437
306532,cg16670554,15,65906039,65906040
306538,cg16670889,19,20400808,20400809
306553,cg16671682,19,13110201,13110202
306556,cg16671889,15,29532811,29532812
306559,cg16672083,15,70220184,70220185
306565,cg16672421,1,227546624,227546625
306568,cg16672535,1,6433239,6433240
306569,cg16672557,19,15399910,15399911
306570,cg16672562,19,51493512,51493513
306573,cg16672668,1,234965497,234965498
306577,cg16672830,15,82540640,82540641
306585,cg16673286,1,1571466,1571467
306588,cg16673477,19,18673017,18673018
306592,cg16673712,1,159389584,159389585
306597,cg16673929,19,12995830,12995831
306599,cg16674047,15,66654631,66654632
306603,cg16674264,1,15287558,15287559
306605,cg16674327,1,47572220,47572221
306606,cg16674351,1,120962415,120962416
306618,cg16675193,19,62323039,62323040
306621,cg16675390,1,145867137,145867138
306626,cg16675581,1,19509843,19509844
306627,cg16675644,19,53588817,53588818
306632,cg16675926,1,231585621,231585622
306638,cg16676300,1,153925200,153925201
306640,cg16676472,19,47055789,47055790
306641,cg16676492,15,32593884,32593885
306645,cg16676676,1,226625610,226625611
306647,cg16676775,1,231838429,231838430
306651,cg16677058,19,7603658,7603659
306652,cg16677112,1,153370529,153370530
306653,cg16677144,1,1780077,1780078
306658,cg16677448,19,40696539,40696540
306665,cg16677955,1,32702967,32702968
306672,cg16678111,1,2908584,2908585
306674,cg16678153,1,82038557,82038558
306677,cg16678185,1,26819438,26819439
306681,cg16678437,1,243199656,243199657
306685,cg16678524,1,232802121,232802122
306686,cg16678545,1,228559360,228559361
306701,cg16679343,1,1042812,1042813
306705,cg16679515,1,170419850,170419851
306708,cg16679650,1,24112407,24112408
306709,cg16679832,1,3907941,3907942
306711,cg16680018,1,163934494,163934495
306712,cg16680125,1,204849428,204849429
306713,cg16680159,1,208502726,208502727
306715,cg16680214,1,153106607,153106608
306716,cg16680237,1,26357138,26357139
306718,cg16680438,1,16426136,16426137
306722,cg16680547,1,13900154,13900155
306724,cg16680645,1,32027512,32027513
306726,cg16680704,1,1861683,1861684
306730,cg16681083,1,44499824,44499825
306739,cg16681310,1,212809326,212809327
306744,cg16681516,19,50989125,50989126
306745,cg16681520,1,154273298,154273299
306746,cg16681526,1,6449056,6449057
306747,cg16681597,1,217414033,217414034
306751,cg16681873,19,1041978,1041979
306753,cg16681977,1,11255556,11255557
306758,cg16682225,1,212501805,212501806
306759,cg16682227,1,68289060,68289061
306760,cg16682257,1,243478335,243478336
306767,cg16682663,1,191357444,191357445
306769,cg16682693,1,65296798,65296799
306782,cg16683160,1,87390298,87390299
306791,cg16683920,1,152740968,152740969
306803,cg16684817,1,28074760,28074761
306804,cg16684846,19,57259847,57259848
306807,cg16685257,19,53682910,53682911
306808,cg16685313,1,231102635,231102636
306809,cg16685388,1,42156643,42156644
306810,cg16685586,1,23818273,23818274
306813,cg16685662,1,150455691,150455692
306815,cg16685798,1,16713925,16713926
306818,cg16685990,1,1034150,1034151
306820,cg16686137,19,53529084,53529085
306826,cg16686255,1,66932720,66932721
306828,cg16686279,1,3987086,3987087
306829,cg16686396,1,3272730,3272731
306830,cg16686429,19,50976823,50976824
306833,cg16686757,19,45600596,45600597
306840,cg16687034,1,12406143,12406144
306856,cg16688500,1,37922919,37922920
306861,cg16688911,19,50701851,50701852
306862,cg16688977,19,5631866,5631867
306872,cg16689481,1,150346337,150346338
306876,cg16689634,1,47262126,47262127
306880,cg16689907,19,6315594,6315595
306887,cg16690456,1,178738921,178738922
306897,cg16691033,19,242265,242266
306902,cg16691196,1,20381238,20381239
306907,cg16691568,19,9187649,9187650
306912,cg16691821,1,2365487,2365488
306914,cg16691863,1,28720760,28720761
306916,cg16691898,1,154522224,154522225
306920,cg16692196,1,84812959,84812960
306924,cg16692258,21,30577693,30577694
306933,cg16692668,1,153564790,153564791
306938,cg16692781,19,21729692,21729693
306940,cg16692922,1,111292192,111292193
306943,cg16692998,19,19600173,19600174
306944,cg16693012,1,68056409,68056410
306946,cg16693201,19,10406696,10406697
306951,cg16693595,19,16595556,16595557
306952,cg16693612,19,54269115,54269116
306962,cg16694293,19,5650060,5650061
306963,cg16694311,1,16682293,16682294
306968,cg16694480,1,19605373,19605374
306970,cg16694524,1,78217753,78217754
306976,cg16694785,1,3153570,3153571
306981,cg16695354,15,49817456,49817457
306982,cg16695380,1,11665607,11665608
306991,cg16695634,19,15387423,15387424
306995,cg16695835,1,90233474,90233475
306996,cg16695890,19,15441310,15441311
306998,cg16696002,1,170456351,170456352
307000,cg16696019,1,210863053,210863054
