,geneid,chr,left,right,symbol,synonyms
12265,ILMN_1770865,1,153412970,153424069,TRIM46,TRIFIC; GENEY; FLJ23229
12268,ILMN_1770927,1,15259335,15259384,KIAA1026,RP1-21O18.1
12275,ILMN_1770978,15,85921180,85923000,TMEM83,FLJ31461
12283,ILMN_1771057,19,7590412,7600439,XAB2,NTC90; SYF1; HCRN; HCNP; DKFZp762C1015
12285,ILMN_1771060,19,50882559,50887282,SNRPD2,SMD2; SNRPD1
12288,ILMN_1771093,19,8481463,8485044,ZNF414,Zfp414; MGC15716
12291,ILMN_1771126,1,150045173,150070972,RORC,MGC129539; RZRG; NR1F3; RORG; TOR
12296,ILMN_1771174,21,44783292,44784506,KRTAP10-1,KAP18.1; KRTAP18.1; KAP10.1; KRTAP18-1; KAP18-1; KRTAP10.1
12301,ILMN_1771209,1,246125512,246151881,OR2T8,OR2T8P
12302,ILMN_1771223,1,17265843,17318535,PADI2,KIAA0994; PDI2
12306,ILMN_1771261,1,32918884,32918933,SYNC1,SYNC; MGC149626; SYNCOILIN; MGC149625
12307,ILMN_1771264,15,41852107,41857033,ELL3,FLJ22637
12312,ILMN_1771376,1,158441749,158451790,PEA15,HUMMAT1H; PEA-15; PED; MAT1; MAT1H; HMAT1
12313,ILMN_1771385,1,89420044,89437150,GBP4,Mpa2
12314,ILMN_1771390,1,26500006,26500055,UBXD5,PP2243; SOC; COA-1; DKFZp686F04228
12316,ILMN_1771411,1,63605886,63675464,ALG6,
12317,ILMN_1771447,19,11657549,11657598,LOC401898,
12318,ILMN_1771462,19,5641272,5642674,RPL36,DKFZP566B023
12320,ILMN_1771482,1,109458056,109550924,KIAA1324,MGC150624; RP11-352P4.1; EIG121
12323,ILMN_1771523,1,84316329,84476765,PRKACB,PKACB; MGC41879; MGC9320; DKFZp781I2452
12338,ILMN_1771697,19,55171538,55220617,VRK3,
12339,ILMN_1771710,21,46842968,46849549,S100B,NEF; S100
12344,ILMN_1771799,19,21265803,21304052,ZNF708,FLJ16755; ZNF15; FLJ46310; ZNF15L1; KOX8
12347,ILMN_1771805,1,203851860,203868623,ELK4,SAP1
12351,ILMN_1771832,15,70320577,70350682,PARP6,
12353,ILMN_1771852,19,48729169,48732122,ZNF575,FLJ32567
12355,ILMN_1771870,19,43585615,43591568,FAM98C,FLJ44669
12356,ILMN_1771884,19,49108623,49131251,ZNF45,KOX5; ZNF13
12362,ILMN_1771987,19,10597229,10616233,SLC44A2,FLJ44586; DKFZp666A071; PP1292; CTL2
12368,ILMN_1772074,19,60361923,60361972,LOC352909,
12370,ILMN_1772113,21,43386136,43400757,U2AF1,RN; DKFZp313J1712; U2AFBP; U2AF35; RNU2AF1; FP793
12376,ILMN_1772179,1,245818285,245819238,OR2G2,OR1-32
12386,ILMN_1772289,1,201414682,201422545,CHI3L1,HC-gp39; YKL40; YYL-40; HCGP-3P; GP39
12387,ILMN_1772302,15,77924375,77976425,MTHFS,HsT19268
12391,ILMN_1772359,1,30977903,31003254,LAPTM5,MGC125860; MGC125861
12392,ILMN_1772370,19,47079106,47103437,ARHGEF1,P115-RHOGEF; GEF1; LBCL2; SUB1.5
12399,ILMN_1772466,19,6703309,6718599,SH2D3A,NSP1
12402,ILMN_1772487,19,18962697,19005368,SFRS14,DKFZp779L2418
12412,ILMN_1772575,21,45177667,45177716,C21orf69,PRED54; MGC120187; MGC120186; MGC120189
12413,ILMN_1772582,15,19315803,19315852,POTE15,MGC119371; MGC119373
12416,ILMN_1772614,15,54998125,55368004,TCF12,HEB; HsT17266; HTF4
12431,ILMN_1772712,1,1179157,1199097,UBE2J2,NCUBE2; PRO2121
12438,ILMN_1772743,1,77327254,77457720,PIGK,MGC22559; GPI8
12439,ILMN_1772787,19,60035986,60051835,KIR2DS4,NKAT8; KIR1D; MGC125315; KKA3; PAX; CD158I; cl-39; KIR412; MGC125317
12449,ILMN_1772882,1,246635919,246637028,OR2T1,OR1-25
12450,ILMN_1772929,21,26010686,26029855,ATP5J,ATP5A; CF6; F6; ATPM; ATP5
12456,ILMN_1772981,19,60878404,60898944,EPN1,
12468,ILMN_1773080,19,2220520,2224487,OAZ1,OAZ; MGC138338; AZI
12470,ILMN_1773109,1,31965305,32002528,BAI2,
12471,ILMN_1773111,15,20989368,20989410,LOC653749,
12473,ILMN_1773114,21,29831125,30234211,GRIK1,GLUR5; EEA3; GLR5; EAA3
12478,ILMN_1773163,19,1903526,1905548,C19orf34,MGC39696
12484,ILMN_1773243,19,6258275,6258301,ASAH3,MGC138329; ACER1; MGC138327
12488,ILMN_1773295,1,44171579,44175471,ARTN,EVN; NBN
12490,ILMN_1773310,19,5817182,5854798,FUT5,FUC-TV
12491,ILMN_1773312,1,61980737,62402180,INADL,Cipp; PATJ
12493,ILMN_1773333,1,40486160,40489950,TMCO2,MGC131705; dJ39G22.2
12517,ILMN_1773681,1,86872547,86893647,CLCA3,
12518,ILMN_1773687,19,43487584,43498446,YIF1B,FinGER8
12520,ILMN_1773716,1,149998749,150002664,MRPL9,L9mt
12530,ILMN_1773848,15,90815911,90845351,C15orf32,FLJ32831; MGC129837; MGC129836
12533,ILMN_1773855,19,54886205,54908800,CPT1C,CPTIC; CPT1P; CATL1; FLJ23809
12535,ILMN_1773885,1,44444576,44458938,DMAP1,FLJ11543; KIAA1425; DNMTAP1; DKFZp686L09142; DNMAP1
12537,ILMN_1773901,1,27972281,28023549,STX12,MGC51957; STX13; STX14
12543,ILMN_1773940,1,166320621,166388714,GPR161,FLJ33952; RE2
12544,ILMN_1773959,1,77105714,77302307,ST6GALNAC5,SIAT7E; ST6GalNAcV; MGC3184
12545,ILMN_1773963,19,3087191,3114766,GNA15,GNA16
12551,ILMN_1774071,19,48549665,48559320,CD177,NB1; PRV1; HNA2A
12553,ILMN_1774077,1,89345898,89364387,GBP2,
12560,ILMN_1774134,19,15209301,15252262,BRD4,HUNKI; MCAP; CAP
12570,ILMN_1774251,19,49180195,49194317,ZNF155,MGC161655; pHZ-96
12573,ILMN_1774259,15,56850685,56937024,FAM63B,KIAA1164
12583,ILMN_1774344,21,14567991,14632206,ABCC13,PRED6; C21orf73
12594,ILMN_1774491,1,153272924,153290030,DCST1,RP11-307C12.10; FLJ32785
12599,ILMN_1774557,1,100590611,100758420,CDC14A,Cdc14A1; Cdc14A2; hCDC14; cdc14
12604,ILMN_1774589,1,32443859,32446875,IQCC,MGC120341; FLJ10547; RP4-622L5.6
12610,ILMN_1774685,1,205137412,205157788,IL24,IL-24; ST16; MDA7; mda-7; C49A; FISP; Mob-5; IL10B
12620,ILMN_1774757,1,245530246,245561668,ZNF496,ZKSCAN17; MGC15548; NIZP1
12621,ILMN_1774781,19,49702051,49725388,CEACAM20,UNQ9366
12628,ILMN_1774844,1,204924912,204974249,MAPKAPK2,
12634,ILMN_1774938,1,45789085,45808307,AKR1A1,ALR; ALDR1; MGC1380; MGC12529
12636,ILMN_1774949,21,37367176,37367225,DSCR5,DCRC-S; DCRC; DSRC; PIGP; PIG-P
12638,ILMN_1774982,19,59668022,59676234,CDC42EP5,MGC21945; CEP5; Borg3; MGC71153
12649,ILMN_1775048,19,2665566,2672369,DIRAS1,GBTS1; RIG; FLJ42681; Di-Ras1
12650,ILMN_1775050,1,1971769,2106692,PRKCZ,PKC2
12658,ILMN_1775138,19,61977742,62043887,ZIM2,ZNF656
12668,ILMN_1775269,15,46959460,46959509,CRI1,MGC138883; EID-1; RBP21; MGC138884; C15orf3; PNAS-22; PTD014; IRO45620; CRI1; EID1
12670,ILMN_1775298,15,67009918,67136127,NOX5,NOX5A; MGC149777; NOX5B; MGC149776
12671,ILMN_1775304,19,14486582,14490201,DNAJB1,Hsp40; HSPF1; Hdj1
12672,ILMN_1775327,15,70278424,70310738,PKM2,PKM; THBP1; MGC3932; OIP3; PK3; TCB; CTHBP
12674,ILMN_1775330,15,38411004,38411053,FLJ43339,FLJ43339; DKFZp686N1468
12685,ILMN_1775432,1,33752196,34404030,CSMD2,dJ1007G16.2; dJ947L8.1; dJ1007G16.1; KIAA1884
12694,ILMN_1775529,19,56217301,56223102,KLK11,TLSP; MGC33060; PRSS20
12695,ILMN_1775537,15,42834801,42834850,RNF36,Trif; HSD-34
12696,ILMN_1775542,1,205144354,205161966,FAIM3,TOSO
12698,ILMN_1775566,1,116717405,116748917,ATP1A1,MGC3285; MGC51750
12707,ILMN_1775692,1,21005559,21375927,EIF4G3,eIF4GII
12708,ILMN_1775703,19,50358027,50373325,TRAPPC6A,MGC2650; TRS33; HSPC289
12710,ILMN_1775716,15,26563798,26577158,GOLGA8G,DKFZp434K052
12717,ILMN_1775759,1,115051108,115061038,NRAS,NRAS1; N-ras
12719,ILMN_1775780,1,7825730,7836159,UTS2,PRO1068; UCN2; U-II; UII
12722,ILMN_1775823,21,45508272,45532239,POFUT2,C21orf80; FUT13
12728,ILMN_1775879,21,30781247,30781626,KRTAP19-2,KAP19.2
12729,ILMN_1775883,1,151147663,151150985,IVL,
12731,ILMN_1775926,1,48536096,48710432,SPATA6,SRF-1; FLJ10007; SRF1
12746,ILMN_1776094,1,42694375,42698673,PPCS,MGC138220; FLJ11838; RP11-163G10.1; MGC117357
12747,ILMN_1776104,1,39264593,39272873,NDUFS5,
12755,ILMN_1776147,21,32895848,32906767,C21orf59,FLJ37137; FLJ20467; FLJ40247; C21orf48
12766,ILMN_1776267,15,66286386,66309079,CLN6,FLJ20561; HsT18960; nclf
12770,ILMN_1776325,1,152787675,152797744,UBE2Q1,NICE-5; PRO3094; UBE2Q
12776,ILMN_1776375,19,9806999,9821358,PIN1,UBL5; DOD
12779,ILMN_1776412,21,44890759,44891995,KRTAP10-11,KAP18.11; KAP10.11; KRTAP18-11; KRTAP18.11
12782,ILMN_1776442,1,2929093,2929142,ARPM2,ACTRT2; ARPT2; FLJ25424; HARPM2
12788,ILMN_1776516,15,39573365,39583035,ITPKA,IP3KA
12789,ILMN_1776519,1,21795338,21795387,RAP1GA1,KIAA0474; RAP1GA1; rap1GAPII
12791,ILMN_1776552,1,78173191,78217365,FUBP1,FBP; FUBP
12795,ILMN_1776640,1,43576062,43592722,MPL,MPLV; C-MPL; CD110; TPOR
12797,ILMN_1776666,1,37039201,37272431,GRIK3,GluR7a; GLUR7; GLR7; EAA5
12800,ILMN_1776777,1,152821162,152867098,ADAR,DRADA; K88dsRBP; ADAR1; IFI4; G1P1; DSRAD; IFI-4; p136; DSH
12804,ILMN_1776848,1,52380634,52584946,ZFYVE9,MADHIP; NSP; SMADIP; SARA
12805,ILMN_1776850,19,3884101,3893412,ITGB1BP3,MGC126624; NRK2; MIBP
12811,ILMN_1776916,1,26520937,26542929,AIM1L,FLJ10040
12813,ILMN_1776936,1,62475456,62475505,ANKRD38,dJ1078M7.1; FLJ10884; KIAA0172; RP5-1155K23.5
12818,ILMN_1776993,1,228844861,228896351,COG2,LDLC
12819,ILMN_1776998,15,76343551,76361591,DNAJA4,PRO1472; MSTP104; MST104
12821,ILMN_1777031,1,153526254,153537843,PKLR,PKL; PK1; RPK
12822,ILMN_1777049,19,58164865,58298499,ZNF160,FLJ00032; KR18; DKFZp686B16128; KIAA1611; F11; HZF5; HKr18
12823,ILMN_1777060,1,70649543,70677840,CTH,MGC9471
12827,ILMN_1777106,15,40622014,40628292,LRRC57,FLJ36812; DKFZp686H1865
12832,ILMN_1777156,19,17309379,17314530,GTPBP3,FLJ14700; GTPBG3; MTGP1; MSS1; THDF1
12833,ILMN_1777164,21,46703240,46814049,DIP2A,DIP2; C21orf106
12836,ILMN_1777182,15,87217234,87217260,AGC1,MSK16; SEDK; CSPG1; CSPGCP
12837,ILMN_1777190,19,810665,814606,CFD,ADN; DF; PFD
12841,ILMN_1777233,1,23705509,23730300,E2F2,E2F-2
12858,ILMN_1777411,1,158349930,158379996,ATP1A2,FHM2; MGC59864; MHP2
12859,ILMN_1777437,1,55044324,55080513,C1orf177,FLJ40201
12867,ILMN_1777523,1,23994676,23999881,GALE,
12870,ILMN_1777541,19,56153700,56164741,KLK6,PRSS18; Klk7; MGC9355; hK6; NEUROSIN; SP59; Bssp; ZYME; PRSS9
12877,ILMN_1777637,1,41253923,41253972,FLJ23878,FLJ23878; MGC43873
12884,ILMN_1777683,1,148799222,148799271,TSRC1,DKFZP434K1772; PP12585; FLJ13544; PP9445; RP11-54A4.3; UNQ2803; PP1396
12889,ILMN_1777726,1,21877378,21982275,USP48,RAP1GA1; MGC132556; USP31; DKFZp762M1713; MGC14879
12894,ILMN_1777794,19,11407269,11422783,PRKCSH,G19P1; AGE-R2; PLD1; PCLD
12899,ILMN_1777906,1,36418957,36419006,RPRC1,PARCC1; FLJ10350
12901,ILMN_1777917,21,38502222,38502271,DSCR10,
12903,ILMN_1777949,1,151209752,151211693,SPRR4,MGC138375; MGC138377
12904,ILMN_1777963,1,167630732,167663294,C1orf114,FLJ25846; RP1-206D15.2
12907,ILMN_1777982,1,159275665,159282391,USF1,HYPLIP1; FCHL1; MLTF; FCHL; UEF; MLTFI
12926,ILMN_1778187,1,148746173,148746222,TARSL1,FLJ12528; TARSL1
12927,ILMN_1778188,1,3558989,3639716,TP73,P73
12937,ILMN_1778255,19,12894518,12894561,FARSLA,FRSA; CML33; PheHA; FARSL
12944,ILMN_1778319,19,40680230,40680279,ZD52F10,ZD52F10; UNQ729
12951,ILMN_1778357,21,44490651,44506527,DNMT3L,MGC1090
12954,ILMN_1778371,1,89174044,89231224,CCBL2,MGC9398; DKFZp547N1117; RBM1; RP4-531M19.2; RP11-82K18.3; RBMXL1; DKFZp667D0223; KAT3
12955,ILMN_1778374,19,522325,534492,BSG,EMMPRIN; OK; TCSF; M6; 5F7; CD147
12961,ILMN_1778464,21,44350679,44350728,TMEM1,EHOC-1; EHOC1; GT334
12965,ILMN_1778553,19,62354906,62370668,DUXA,
12978,ILMN_1778662,21,46703240,46814049,DIP2A,DIP2; C21orf106
12985,ILMN_1778687,15,87815646,87840819,RHCG,C15orf6; PDRC2; RHGK
12990,ILMN_1778730,21,25879839,25901672,MRPL39,PRED66; FLJ20451; MGC104174; MRP-L5; RPML5; C21orf92; MGC3400; L39mt; PRED22; MSTP003
12996,ILMN_1778844,1,175407154,175518178,FAM5B,DBCCR1L2; BRINP2; FLJ41342; KIAA1747; RP5-1026E2.1
12999,ILMN_1778897,15,71953021,71968603,TBC1D21,MGC34741
13005,ILMN_1778977,19,41087152,41091026,TYROBP,DAP12; KARAP; PLOSL
13013,ILMN_1779043,19,59187354,59207730,CACNG6,
13024,ILMN_1779177,19,40925327,40925338,U2AF1L3,U2AF1-RS3; U2AF1L3V1; FLJ35525; MGC33901; U2AF1RS3
13034,ILMN_1779264,21,39473724,39473773,DSCR2,C21LRP; PAC1; LRPC21
13045,ILMN_1779386,15,77041341,77169895,RASGRF1,PP13187; GRF55; H-GRF55; GRF1; GNRP; CDC25L; CDC25
13046,ILMN_1779399,19,45948619,45963130,SNRPA,U1A
13047,ILMN_1779401,15,39361044,39361093,CHP,SLC9A1BP
13049,ILMN_1779406,19,8702391,8703335,OR2Z1,OR19-4; OR2Z2
13053,ILMN_1779423,1,173249751,173259184,MRPS14,DJ262D12.2; MRP-S14; HSMRPS14
13058,ILMN_1779481,1,154535185,154535604,VHLL,VLP
13064,ILMN_1779522,19,58334460,58354096,ZNF347,ZNF1111
13065,ILMN_1779524,19,4104629,4124050,CREB3L3,MGC126557; CREB-H; HYST1481; MGC126553
13068,ILMN_1779555,1,157515962,157772421,OR10J5,OR1-28
13072,ILMN_1779600,1,203383986,203384035,RIPK5,RIP5; DustyPK; HDCMD38P; KIAA0472
13074,ILMN_1779632,21,44300136,44300185,TMEM1,EHOC-1; MGC126777; EHOC1; GT334
13075,ILMN_1779648,1,226711303,226712197,HIST3H2A,MGC3165
13080,ILMN_1779706,1,222034219,222100297,TP53BP2,53BP2; ASPP2; PPP1R13A
13081,ILMN_1779711,1,210275754,210344809,DTL,RAMP; DCAF2; CDT2; L2DTL
13083,ILMN_1779742,1,1940703,1952050,GABRD,MGC45284
13086,ILMN_1779778,19,47506449,47506498,MGC70924,
13088,ILMN_1779800,1,218768191,218904421,MARK1,KIAA1477; MARK
13099,ILMN_1779897,1,151917737,151933087,NPR1,ANPa; GUC2A; GUCY2A; ANPRA; NPRA
13107,ILMN_1780047,1,6448739,6502708,PLEKHG5,KIAA0720; RP4-650H14.3
13108,ILMN_1780058,1,222437551,222447763,DEGS1,MLD; MIG15; FADS7; DES1; DEGS; Des-1; MGC5079
13109,ILMN_1780060,1,27568189,27573916,FCN3,MGC22543; FCNH; HAKA1
13110,ILMN_1780108,1,114157963,114215857,PTPN22,Lyp1; Lyp2; LYP; PEP; PTPN8
13113,ILMN_1780153,19,10673131,10685040,QTRT1,FP3235; TGT
13116,ILMN_1780188,1,233679890,233734404,B3GALNT2,MGC39558; B3GalNAc-T2
13120,ILMN_1780255,19,56153700,56164741,KLK6,PRSS18; Klk7; MGC9355; hK6; NEUROSIN; SP59; Bssp; ZYME; PRSS9
13121,ILMN_1780268,1,149286840,149307593,C1orf56,FLJ20519; RP11-316M1.9
13127,ILMN_1780315,1,1233857,1236919,PUSL1,FLJ90811
13133,ILMN_1780397,1,207996022,208022288,TRAF3IP3,FLJ44151; MGC163289; MGC117354; T3JAM; DJ434O14.3
13134,ILMN_1780411,21,30719454,30720157,KRTAP13-3,KAP13.3; MGC119828
13136,ILMN_1780422,21,44898558,44899004,KRTAP12-4,KRTAP12.4; MGC150594
13140,ILMN_1780504,19,1180178,1188990,C19orf26,MGC40084
13145,ILMN_1780575,1,157948704,157951003,CRP,MGC88244; PTX1
13148,ILMN_1780598,15,66133622,66267456,PIAS1,MGC141879; MGC141878; GU/RH-II; GBP; ZMIZ3; DDXBP1
13149,ILMN_1780601,19,6838582,6903102,EMR1,TM7LN3
13152,ILMN_1780649,1,151000864,151000913,C1orf45,C1orf45
13157,ILMN_1780693,1,119851349,119859204,HSD3B1,HSD3B; HSDB3
13158,ILMN_1780698,15,38886566,38894059,ZFYVE19,FLJ14840; MPFYVE
13171,ILMN_1780825,19,54830364,54835212,RRAS,
13175,ILMN_1780887,1,159395878,159402137,USP21,MGC3394; USP16; USP23
13182,ILMN_1780987,19,19164008,19173678,RFXANK,BLS; RFX-B; MGC138628; F14150_1; ANKRA1
13186,ILMN_1781025,1,156953582,156954577,OR6K3,OR1-18
13199,ILMN_1781104,19,7874765,7885363,MAP2K7,MKK7; Jnkk2; PRKMK7; MAPKK7
13214,ILMN_1781256,1,224190927,224195543,LEFTY2,LEFTA; TGFB4; MGC46222; EBAF; LEFTYA
13216,ILMN_1781276,1,19881320,19998997,TMCO4,RP5-1056L3.6; DKFZp686C23231
13224,ILMN_1781374,1,149779405,149822683,TUFT1,
13228,ILMN_1781389,1,151569220,151587940,PGLYRP4,PGLYRPIbeta; SBBI67; PGRP-Ibeta; PGRPIB
13235,ILMN_1781457,1,166414795,166437976,TIPRL,RP1-69E11.1; MGC3794; dJ69E11.3
13236,ILMN_1781459,1,201729894,201744700,OPTC,OPT
13237,ILMN_1781472,1,225244190,225572449,CDC42BPA,DKFZp686L1738; PK428; DKFZp686P1738; KIAA0451; FLJ23347; MRCK; MRCKA
13241,ILMN_1781526,1,28029880,28050770,PPP1R8,NIPP-1; ARD1; PRO2047; NIPP1; ARD-1
13242,ILMN_1781536,15,78232177,78266343,FAH,
13245,ILMN_1781565,15,79081028,79083400,MESDC1,MGC99595
13250,ILMN_1781636,1,1360772,1366008,VWA1,DKFZp761O051; VWA-1; WARP; FLJ22215
13251,ILMN_1781638,15,89275152,89276803,HDDC3,MGC45386
13254,ILMN_1781680,1,153925473,153975425,DAP3,MGC126059; MGC126058; bMRP-10; MRP-S29; DKFZp686G12159; DAP-3; MRPS29
13264,ILMN_1781803,19,60794565,60794614,FLJ14768,ZNF798; FLJ14768
13266,ILMN_1781814,15,88529156,88573583,SEMA4B,KIAA1745; SemC; SEMAC; MGC131831
13267,ILMN_1781824,1,170894777,170902637,FASLG,FASL; CD95L; APT1LG1; CD178; TNFSF6
13269,ILMN_1781841,1,202921157,202921206,LRRN5,GAC1; LRRN5; LRANK1
13271,ILMN_1781870,1,144218990,144222801,RBM8A,RBM8; RBM8B; ZRNP1; Y14; ZNRP; MDS014; BOV-1B; BOV-1A; BOV-1C
13286,ILMN_1782015,1,159964345,159964394,FCRLM2,FCRL2; FREB-2; RP11-474I16.6; FCRLM2; FCRLY; FcRY
13288,ILMN_1782032,1,153571677,153798948,ASH1L,ASH1; ASH1L1; huASH1; KIAA1420; FLJ10504
13291,ILMN_1782057,1,152564654,152590403,ATP8B2,KIAA1137; ATPID; DKFZp434M0219
13299,ILMN_1782110,21,42280009,42303565,ZNF295,ZBTB21; DKFZp781N1974; novel
13301,ILMN_1782141,1,24513251,24563559,GRHL3,SOM; TFCP2L4; MGC46624
13302,ILMN_1782142,1,151857899,151873192,S100A13,
13308,ILMN_1782284,19,41788061,41811584,ZNF382,KS1; FLJ14686
13314,ILMN_1782381,15,60322174,60322223,FLJ38723,
13316,ILMN_1782389,1,199616593,199635353,LAD1,MGC10355; LadA
13320,ILMN_1782429,1,95355572,95431462,TMEM56,MGC102912; FLJ31842
13321,ILMN_1782439,1,95135097,95165294,CNN3,
13332,ILMN_1782596,19,8023651,8033547,CCL25,SCYA25; Ckb15; TECK; MGC150327
13354,ILMN_1782829,19,52874031,52898291,GLTSCR1,
13362,ILMN_1782922,1,66030785,66612850,PDE4B,MGC126529; DKFZp686F2182; DPDE4; PDEIVB
13365,ILMN_1782944,1,200358652,200365257,GPR37L1,ET(B)R-LP-2; ETBR-LP-2
13367,ILMN_1782977,19,18545111,18546960,UBA52,CEP52; HUBCEP52; MGC57125; RPL40; RPS27A
13373,ILMN_1783131,1,84536633,84589067,SAMD13,RP11-376N17.1
13379,ILMN_1783182,15,46487797,46725210,FBN1,FBN; WMS; MFS1; OCTD; MASS; fibrillin; SGS
13382,ILMN_1783226,1,154245463,154257382,SSR2,HSD25; DKFZp686F19123; TRAPB; TLAP
13387,ILMN_1783276,1,78126788,78182164,NEXN,nexilin; NELIN
13388,ILMN_1783285,1,41217951,41250813,CTPS,
13389,ILMN_1783287,1,151853355,151856086,S100A14,S100A15; BCMP84
13390,ILMN_1783303,15,56772419,56772468,LOC644685,
13398,ILMN_1783424,1,31176940,31311350,PUM1,HSPUM; PUMH; PUML1; PUMH1; KIAA0099
13399,ILMN_1783444,1,1260522,1274623,DVL1,DVL; MGC54245
13403,ILMN_1783566,15,72892237,72905148,LMAN1L,ERGL; ERGIC-53L
13414,ILMN_1783672,1,218153471,218168616,SLC30A10,ZNT8; DKFZp547M236; ZnT-10
13415,ILMN_1783681,19,17277477,17278652,MRPL34,L34mt; MGC2633; MGC24974
13417,ILMN_1783695,1,218208567,218286623,EPRS,QPRS; EARS; PARS; PIG32; QARS; DKFZp313B047
13418,ILMN_1783702,21,36614357,36670814,MORC3,NXP2; ZCW5; ZCWCC3
13424,ILMN_1783753,1,52258394,52293635,TXNDC12,AGR1; ERP19; TLP19; hAG-1; ERP18
13431,ILMN_1783843,1,12014019,12014047,IIP45,FLJ38609; FLJ12438
13436,ILMN_1783909,21,46342461,46377189,COL6A2,PP3610; DKFZp586E1322
13439,ILMN_1783956,15,47937727,48198711,ATP8B4,ATPIM
13444,ILMN_1783998,15,79392069,79403579,STARD5,MGC10327
13446,ILMN_1784031,19,7897604,7914538,TIMM44,DKFZp686H05241; TIM44
13448,ILMN_1784037,1,22650931,22730237,ZBTB40,KIAA0478; MGC133098
13449,ILMN_1784040,19,55553547,55560743,NAPSA,Kdap; NAP1; SNAPA; NAPA; KAP
13450,ILMN_1784094,1,2975604,3345043,PRDM16,PFM13; MEL1; KIAA1675
13453,ILMN_1784110,1,203740350,203768544,PCTK3,PCTAIRE3; PCTAIRE
13454,ILMN_1784113,19,60690557,60690606,KLP1,KLP1
13461,ILMN_1784207,1,23977470,23987309,C1orf128,TXNL1CL; HT014; RP5-886K2.4
13462,ILMN_1784216,21,30835725,30836052,KRTAP19-6,KAP19.6
13467,ILMN_1784238,1,143828036,143828085,SEC22L1,SEC22B; ERS-24
13468,ILMN_1784256,15,81598242,81598291,HDGFRP3,HDGF2; CGI-142
13471,ILMN_1784272,1,156590164,156593967,CD1E,HSCDIEL
13473,ILMN_1784287,1,91918488,92144147,TGFBR3,BGCAN; betaglycan
13476,ILMN_1784299,19,12702880,12702882,MGC2803,MGC2803
13481,ILMN_1784333,15,47068447,47068496,KIAA0256,
13483,ILMN_1784364,15,79392069,79403579,STARD5,MGC10327
13484,ILMN_1784365,1,201318880,201322000,MYOG,MYF4; MYOGENIN
13496,ILMN_1784477,1,6448739,6502708,PLEKHG5,KIAA0720; RP4-650H14.3
13502,ILMN_1784534,15,99628834,99628883,SELS,SEPS1; ADO15; MGC2553; SBBI8; VIMP; AD-015; MGC104346
13513,ILMN_1784627,1,225244190,225572449,CDC42BPA,DKFZp686L1738; PK428; DKFZp686P1738; KIAA0451; FLJ23347; MRCK; MRCKA
13516,ILMN_1784641,19,59282233,59303652,NDUFA3,B9
13520,ILMN_1784678,1,162795684,163082933,PBX1,DKFZp686B09108; MGC126627
13522,ILMN_1784717,19,47055828,47067322,RPS19,DBA
13523,ILMN_1784737,19,3130929,3130945,EDG6,SLP4; LPC1; S1PR4
13525,ILMN_1784756,1,6246920,6376413,ACOT7,hBACH; LACH1; RP1-120G22.10; MGC1126; LACH; BACH; ACH1; ACT; CTE-II
13526,ILMN_1784766,21,46479475,46530639,MCM3AP,GANP; FLJ44336; MAP80; FLJ45306; KIAA0572
13527,ILMN_1784780,19,47480657,47491789,CIC,KIAA0306
13539,ILMN_1784884,19,59411959,59419190,LILRB3,LIR3; HL9; LIR-3; CD85A; ILT5
13542,ILMN_1784948,1,32028610,32054210,SPOCD1,FLJ39908; FLJ25348; RP11-84A19.1
13544,ILMN_1784977,19,3441959,3442008,HLRC1,HLRC1; MGC4293
13549,ILMN_1785061,1,22909918,23114410,EPHB2,EPHT3; Hek5; DRT; ERK; Tyro5; MGC87492
13555,ILMN_1785179,21,45013384,45046166,UBE2G2,UBC7
13569,ILMN_1785379,19,63482130,63499066,ZNF8,HF.18; Zfp128
13571,ILMN_1785387,1,43055363,43083247,ERMAP,SC; MGC118813; PRO2801; MGC118810; MGC118811; MGC118812; RD
13580,ILMN_1785444,1,203617129,203685682,LEMD1,LEMP-1
13583,ILMN_1785486,21,38673819,38955488,ERG,erg-3; p55
13586,ILMN_1785528,15,100334037,100334086,FLJ25222,
13588,ILMN_1785549,1,26237101,26245191,SLC30A2,FLJ36708; ZnT-2; MGC11303; PP12488; ZNT2
13593,ILMN_1785605,1,1142177,1157274,SDF4,RP5-902P8.6; Cab45
13599,ILMN_1785650,1,246070853,246071821,OR11L1,
13600,ILMN_1785655,1,34098663,34102978,HMGB4,FLJ40388; dJ1007G16.5; MGC88128
13609,ILMN_1785768,19,10388449,10441306,PDE4A,PDE4; DPDE2
13616,ILMN_1785896,21,37515572,37515621,DSCR9,
13617,ILMN_1785902,1,22842713,22847190,C1QC,C1q-C; C1QG; FLJ27103
13621,ILMN_1785933,19,63161619,63177716,C19orf18,MGC41906
13623,ILMN_1785960,1,172103843,172122397,ZBTB37,MGC2629; D430004I08Rik
13626,ILMN_1786016,1,145180915,145234065,CHD1L,ALC1; CHDL; FLJ22530
13627,ILMN_1786021,1,145093314,145110753,PRKAB2,MGC61468
13630,ILMN_1786036,1,215670746,215670795,GPATC2,GPATC2; MGC74998; FLJ10252; FLJ21048; RP11-361K17.1
13632,ILMN_1786045,15,46200461,46221881,SLC24A5,JSX; NCKX5
13633,ILMN_1786046,1,15687322,15723527,CASP9,ICE-LAP6; APAF3; MCH6; CASPASE-9c; APAF-3
